fb_id,name,verification_status,content_type,depth,discipline,domains,missing_axes,status,action
4fb78a742ea5d60a684c3a4cd1c62207845c00a13f32f15e0050b695ddf31922,Articulate Specificity Hiring Method,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
5022f46ede0ce461434db197ed8a2e69d296a07d2df7d64be331086dea9348f3,Expressive Type As Handwriting,joint-vote-verified,principle,domain,typography,"brand identity,graphic design,illustration",,complete,
5081cc5c22eea41ef556f1b8719bdc891968c962e9052b39a4bc7055d67dd468,Equity Capital Source Diversity,joint-vote-verified,noise_drop,,finance,"entrepreneurship,finance & investment",,complete,
5087e35297d3d0715ffe4ed196bd64daf9c98847070284c6467ef4285a395e23,Deborah Ross's Motion Graphics Design Method,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
5093d8327990342fb01d264304a2f20cf237492e8b7df5a03ec9d785bf8d4193,Survivorship Bias,pending-human,principle,cross-domain,behavioral economics,"research & methodology,science & research,business operations,finance & investment",,complete,
50973c1528bd2853436247550802ce74f170ab4298a69a44f65b262a9afd5169,Semiospheric Limitation,joint-vote-verified,principle,cross-domain,semiotics,"semiotics & communication,arts & culture",,complete,
509c206fe58866c349f091721b1541f4e18de073fb9807e5486fb9069ef5f9da,Business Entity Accounting Framework,joint-vote-verified,principle,domain,finance,"business operations,finance & investment",,complete,
50ee8122741273b4a86424e538d7d5180610a4ea842a50b8bc8a84612539538a,Adaptive Interface Flexibility,joint-vote-verified,principle,cross-domain,human-computer interaction,"digital product,user experience,web & ui",,complete,
519daef3497eb756dc1d4b95d901295e096dec70bcbe8e982161ba9c1b0dcb6d,George Brecht's Event Scores and Participatory Art,pending-human,process_instance,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
52286a1527b30f5fc7f106322a61c4a3f0b71922ff130daa6de8b0727baeb89b,Autopoesis in Design Education,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
534ca15c10595810348b0cd0674a26fefb36ad5860e99637c58a9e0e80848031,Untitled Game Prototype Framework,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
548a02147b526e75a2dd494440796efe5542b2830315b83980f43f9a02bab8c6,Counting As Mathematical Abstraction,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
54bf0952a31a425420cced1da7c1eab03d39b9ede326a7b768b6278249ab5eb8,Institutional Business Model Influence on Media Content,pending-human,principle,domain,political economy,"arts & culture,media & entertainment,marketing & communications",,complete,
56841b0a554e6ba60e25a98da006143a5a7b2c4cf7ae11369e3e89996d9768d3,Near Miss Learning Opportunity,pending-human,principle,cross-domain,risk management,"business operations,organizational behavior,engineering practice",,complete,
56d8d5058dd641a2f9027e262c0c53d6c500190e9145e2dfc3d1a90e53b6a3d5,Llm Knowledge Base Caching with Prompt Caching,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
571e318c33578f13b1bbd4fa59dc0b6573b86676d3cc34e090b6dc470cf996e3,Holistic Interpretation Problem in Index-aware Retrieval,pending-human,growth_edge,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
57bb2cb598f88b85f7a130ba5e425481121c88988bf59d3c2edfe4643182d733,Status Quo Bias Through Choice Overload,pending-human,principle,domain,behavioral economics,"digital product,user experience,marketing & communications",,complete,
590e27a703c14b03002f6963eb93b69c39cc1ebd018eac10590a1825b9a624b6,Creative Distraction Management,pending-human,principle,cross-domain,creative process,"design strategy,personal productivity",,complete,
591ff81805c3036ec8a053d0fd49a908d34fb28d62020305d0761d5fd7dedd07,Bitcoin Mining As Digital Ownership Model,pending-human,process_instance,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
59cc4fe5fb24cb1d59ebda61ff5eef247900de0f29ce8f239a4bc6da5649210d,Aesthetic Symbol Substitution Principle,pending-human,principle,cross-domain,aesthetics,"arts & culture,semiotics & communication",,complete,
59ddcef6f035d0c8503fc7ce9b6a545e6b20f849a1ed7aac775e127fcd2be6e1,Corporate Marketing in Educational Environments,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
5ad2894e57d821863f603277cce5f31f519658e633ce4b7ce9c70d12786edb2e,Local Implementation Framework,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
5be80313400e0a35d608edc9b8ebf49928d3aabd62e5593e238e328955928283,Data-first Identity Transformation,pending-human,,,,,"discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
5c1bae404ec9ab5c4e3cb08c4c8166b634a74ff11d133e39891e7e5a6464409c,Creative Inspiration Through Provocation,pending-human,principle,cross-domain,creative process,"research & methodology,arts & culture",,complete,
5c288a77ccb02f17203dff8bd8ce1d9e4936c811eefcb80a16ada71e26f9d884,Structural Analogy in Knowledge Transfer,pending-human,principle,universal,systems thinking,"research & methodology,systems & frameworks",,complete,
5c725534413a924f7dc61625ff3235396911863aff455dbbf8d814e4a1036bc2,Apgar Test Checklist,pending-human,process_template,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
5c824d8d8b21e5eacc065d6fcea4167a9758587559e4ccd8c8856a70157aa0fc,Bargaining for Decision Quality,pending-human,principle,domain,decision making,"leadership,organizational behavior,project management",,complete,
5cec0f484b31b7dc0cce0706f50a94e65055ef325408ddcb4bf58a340796441c,K-shape Time Series Clustering Algorithm,pending-human,,,,,domains,incomplete,reliable-pair vote (depth+discipline+domains)
5d1f19a335fd3674128c099e085c6db45de4bd929dd494eddec8e5c078ff53e6,Natural Pattern Recognition,joint-vote-verified,principle,cross-domain,cognitive science,"graphic design,product design,user experience,design strategy",,complete,
5d8c7c9f4d4f7d8166f4729e688768d1612d606ae65655ef9f3658edce508f30,Digital Signal Processing Sampling Rate,pending-human,,,,,"depth,domains",incomplete,reliable-pair vote (depth+discipline+domains)
5da045b7e457bf0971024aa42be70b4739749df7e45f4d247306c121333f8962,Popular Language Standardization,human-verified,quarantine,,linguistics,"social sciences,media & entertainment",,complete,
5dea1600ba7b03ba885a1941ebe8594d4682edf1e5be75664d5af8324c28d1ce,Search Refinement Through Synonym Expansion,joint-vote-verified,tool_instruction,,information retrieval,"research & methodology,personal productivity",,complete,
5e1a49ae9ba0c802bb30a16fdde191069e0197836b6e472c7c569c882e3313a7,Carnation Milk Product Development,pending-human,process_instance,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
5ef8467ac3f2f1e3e636cd41520954d18362a3d284a983deff748c93653c36c5,Versatile Ai Application Across Domains,joint-vote-verified,noise_drop,,artificial intelligence,"business operations,code & computation,research & methodology","discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
5ffa5f5b1d75f7ee8a571ac58e384293415fd1ecf13bffc6419de7a5265c68a2,Alpha Blending Control,joint-vote-verified,tool_instruction,,computer graphics,media & entertainment,"discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
60049c010f10728981416486e452edf5167446c1a68f4e803977886d953cf2b1,Organizational Silos As Customer Experience Barriers,pending-human,principle,,organizational theory,"business operations,design strategy,organizational behavior,user experience",depth,incomplete,reliable-pair vote (depth+discipline+domains)
603980d65464ac230c28270900c528f1731c275ed39925643f53bd844233c597,Childlike Thinking in Idea Generation,pending-human,principle,cross-domain,creative process,"design strategy,product design",,complete,
612b8041e68a83ca3a3e438980368e4180f0921368fe81a4dc70c1a6d68defa9,Tensorflow Lite Model Quantization,pending-human,tool_instruction,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
61385e868f602793893011219ac6ef86e4d107e562762c4eff1c5441a1c0cd0c,Japanese Business Family Continuity Model,pending-human,principle,,organizational theory,"business operations,entrepreneurship,organizational behavior",depth,incomplete,reliable-pair vote (depth+discipline+domains)
614e9613954bd32abed28e9a7d8325e8a7dc6ce7e422ea09406cae002643800a,Exact Match Evaluation Variation,pending-human,principle,specialized,machine learning,"research & methodology,ai & agents",,complete,
62f217a1dd32ff73ce6cce1841315e770d0eabe9ae16d5fec4efc8f032ca8138,Peirce's Triad and Semiotic Processes,pending-human,principle,cross-domain,semiotics,semiotics & communication,,complete,
6332b8c2bada8976992b9f909094e650dfbe9fe9d7bd94b8d1dc5d15581bc8c7,Sales Process Misalignment,joint-vote-verified,principle,domain,organizational theory,"business development,business operations,organizational behavior",,complete,
641036067d7a4752f004e63030a765770c064b3fb80e30f6bc1faa16b9d1f662,Assertion As Design Foundation,pending-human,principle,domain,design thinking,"design strategy,research & methodology,product design",,complete,
654960d82b7cc31e53bfec757ee5492957093be04077169d818b52b1e1d43574,Multifunction Workflow Automation with Ema,pending-human,process_instance,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
659a5f599c2610d2da0b47aab39e2815827456789fddbd9b81d54f4a57c0e7dc,Prompt Response Iteration Framework,joint-vote-verified,process_template,,generative ai,"research & methodology,ai & agents",,complete,
65caeaa0c6c5670fe854dc16e8d7b791d6df885b8da53110c4bf6589dd7182e4,Islamic State Propaganda and Technological Hybridity,pending-human,process_instance,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
65f90530b17b8543551fc9f3e5c02d8a49f535b8b231a8e4ec460e46b8f8b4dc,Negative Polarity in Linguistic Expression,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
6626f97f22c63232d6eac9f31742a4755dd2c52a6f8abf6811ce8cff337e77ff,Proportional Systems in Design,pending-human,principle,domain,aesthetics,"graphic design,product design,design systems",,complete,
666c36f4529b49dbc558c0d1226fb0b8db086e626d7de0af37c74d82c833fb22,Innovation Through External Perspective,pending-human,principle,domain,design thinking,"design strategy,user experience,research & methodology,business development",,complete,
66834a34a716c57dad5e444afedef39dacf5f731b0626a257d4ac66c042e8754,Tool-identity Overload,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
67a213e128469ee1b0d4fdb640e2d427c7e678d55fbe615022b4fe3689afac7e,Multimodal Conceptual Representation,joint-vote-verified,principle,domain,semiotics,"semiotics & communication,information architecture",,complete,
67bb233b4441cf93e33dac1f486a2060b2f101f49e7e31ae880c00ce483699c0,Llamaindex Data Framework,pending-human,process_instance,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
68ec3a5407d1d95e1e33cf8b14088f5ad1a96db70ef696ae263dd11ad21f093e,Levy-stable Distribution in Bacterial Mutations,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
69114ebaff7ff546719f5536e0a8f2e879a3e56f8ec8d3e4b3798bd890a03f9a,User Flow Path Diversity,joint-vote-verified,principle,domain,human-computer interaction,"digital product,information architecture,user experience,web & ui",,complete,
69329f82fe99fe5b0ca40400677e04063c22023a0d5fa898d0492b899f413db2,Technical Reviewer Identity,joint-vote-verified,noise_drop,,interdisciplinary studies,education,"discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
6980d03e6be562433809cc62401dd32c83ce7d8059868554453de66725354c5e,Deseret News Job-to-be-done Framework,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
6b4b26497c299fe82095995b2fd1c168c9b96768b1e09264acd784bed5bf48ab,Minimin Decision Criterion,pending-human,process_template,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
6c18063a99539042071ddd4c18882d898f592b3480f2bc4a06170d71975b1746,Taboo-breaking Behavior,joint-vote-verified,noise_drop,,sociology,organizational behavior,"discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
6da7e95b1eacbe3a9e108d27d63617a46c48e9df6bf54173dcab1bee8d4c1839,Magic Square Pattern Emergence,joint-vote-verified,noise_drop,,computational geometry,education,"discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
6dae8962e046fcf5a7f0d7dde7e1a43e799c13cc4d7414982baa41dc4f0e7520,Perfection of Planning As Symptom of Decay,pending-human,principle,universal,systems thinking,"design strategy,systems & frameworks,organizational behavior",,complete,
6ee95415f29af4356a788954acfcebf62af9fbcd4a604784f77623a5c11257f3,Emotional Priming Through Attention,joint-vote-verified,principle,domain,design psychology,"marketing & communications,user experience,editorial & advertising",,complete,
6f1665a3fc3f07b1d1dc7c29a0495640c3d5afeab9a71f375182ec3ef9c95fdc,Indigo Dyeing Process,pending-human,process_template,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
708389ee28b38505262a287d8bea70802cf06e44f4f1330c9bba4bcce10901fe,Geometric Proof Synthesis,joint-vote-verified,principle,domain,computational geometry,"research & methodology,science & research",,complete,
70bfd1b529c9879053b7564dd3bfcc4d9ac86c5adbd01353e78d8c7639cf4de9,Design for Long-term Sustainability,joint-vote-verified,principle,cross-domain,strategic thinking,"design strategy,design systems,product design",,complete,
7318d3c6ab922b135b366913ba86c0d35fa513fe9281c32ef88c7985e7518646,Wisdom As Ambivalence,pending-human,principle,universal,decision making,"design strategy,leadership,organizational behavior",,complete,
73e7e76ffe2c7cc095b6797606e2b8a42a29166ce5ce62d5306140cfdd4829a8,Human Figure Simulation in Computer Graphics,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
73ea65401ac9e6334cf6445126dfb3f881108e852e6aaa59660327969cf970b1,Spectrum-based Navigation Posture,joint-vote-verified,principle,domain,human-computer interaction,"information architecture,user experience,web & ui",,complete,
742733dc76894689f638fede797c7f54d66134c7f7536e03c57185123a4348e8,Dynamic System Contextual Dependency,joint-vote-verified,principle,universal,complex adaptive systems,systems & frameworks,,complete,
7469f92ac6f42fbc89cdf0fb1dbb35d85cb23fbd48b831ad71108e81e5eb96e2,Creative Destruction Process,pending-human,principle,,economics,"business development,business operations,design strategy,entrepreneurship,social sciences",depth,incomplete,reliable-pair vote (depth+discipline+domains)
7493a12b4cecc5b6eb40d8a0fab391382ef2745ba91942be39fff6c626bf2381,Simplicity Through Constraint,joint-vote-verified,principle,universal,design psychology,"digital product,user experience,product design",,complete,
7572aa0d77238474391f0b59143affd98b88e58c329c5d861d1638caf792a2a8,Denoising Process in Diffusion Models,pending-human,process_template,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
75adb4501576cee62206410811317d5519a4b377de33eb866dfb2ef09bb7aef5,Alpha State Thinking and Creative Problem-solving,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
75ea3d34d5214219f5e0aa0e14b58487a0277b0f66f6e253ba6645a599602df5,Regression to the Mean,pending-human,principle,cross-domain,research methodology,"data visualization,research & methodology,science & research",,complete,
762cf2860bb39b28e4d60e76c980911bedd3809e6a5acdca430a19cb634588c4,Symbolic Pattern Recognition,joint-vote-verified,principle,cross-domain,cognitive science,"arts & culture,science & research,semiotics & communication",,complete,
779ee131e7105cf1e5266dd4ec94ebfe7e3d64c36e4b73ed9889651cec69dfa9,Type Design Evolution Through Technological Shift,joint-vote-verified,principle,domain,typography,"graphic design,design systems",,complete,
77d1217ba73c74ad132259eb48c00ba81d843107bf772964fb3bf0065ce41073,Discursive Structure Analysis in Textual Interpretation,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
792f14b61406c888f720a400c9d12f48795199e7ec4c32229fe830d97b344c09,Culture Jamming,pending-human,process_instance,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
7a2e37c1ad79875634ae81bf8627de9f02fd90d5d36fd40998689628bed82cd2,Closed System Vision for Architecture and Computation,pending-human,principle,cross-domain,political economy,"engineering & infrastructure,systems & frameworks",,complete,
7a557977c0534188b47b800c56a6547203276f5d1cccc238b2dfcdd5cbbf6864,Light-induced Melatonin Suppression,joint-vote-verified,noise_drop,,neuroscience,science & research,,complete,
7bff3b300bfd84b65e2878b362da2798844fb6ca017314510afec9bfbf2d45b3,Virtual Reality Phobia Desensitization,pending-human,principle,specialized,psychology,"health & wellness,creative technology",,complete,
7d8b5928d12d557fc959bc4b436455d19246c58272cc20ad5eab4cb4248313ae,Cosmic Order Representation,joint-vote-verified,noise_drop,,visual semiotics,"graphic design,semiotics & communication","discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
7db1f4f4d042606b4bf9add4d1b503859f8ebb9012ef338dc64779d539e64be4,Physiological Feedback in Therapeutic Contexts,joint-vote-verified,principle,domain,health & medicine,"health & wellness,science & research",,complete,
7e0963a36d8a53272f5a00bfefa5e291cccb8ac3460837917e02c23afcb4b973,Operator Figure in Surgical and Artistic Practice,pending-human,,,,,"discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
7f87880e077f532301221f7bc3603bcfb57e60bf7d66308039353dc81eeb1beb,Sound-based Environmental Monitoring,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
7fd706e9862b28e189dd5add4e4a8787e08cd89dad9c2684787a37a14e86da66,Serotonin Pump Inhibition Mechanism,human-verified,noise_drop,,health & medicine,"science & research,health & wellness",,complete,
7ff8ebeae91a8abc03b73bb969c186d6d4227b980b1c26def16cb4e68cd11bde,Kolmogorov Σ-field Properties,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
8074ae6ef78e5446edd32339e4ab081d9681c151dc4fd28cb12bf81cfc0e2215,Grounded Theory Methodology Development,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
80e41b939bcae7a85e87a595b11c61360a1a10945c5949bacda59aab4d57dd1b,Semiliving Materials in Bioart and Biotechnology,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
833c495107c4bce80eacb8dd50aa71c5966aba231bb23ae11f24faa8c0de559a,Cartographic Gaze and Surveillance,joint-vote-verified,principle,cross-domain,privacy & surveillance,"social sciences,semiotics & communication,urban planning",,complete,
83978642fb13e3667ac2c94fb43aa82c0bdf5a95362e68f4aceb9389261440c3,Design Process Iteration and Constraint Refinement,joint-vote-verified,process_template,,creative process,"design strategy,product design",,complete,
843746083feb15e9951a5c46c6a53a793571f7ff49ff569888293d553c1b252b,Intellectual Property Protection and Enforcement,human-verified,principle,domain,law,"legal & public policy,business operations",,complete,
84aeffca201da0c679341034989f04bd9a48f761f4d39a18a69b2ee7cbab13d1,Assumption Discovery and Plan Adjustment Process,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
8591af941fdae62859e0a25235ec33a375c41ee9f1fcd1357225a721f9b41c59,Human-centered Design Limitations,human-verified,principle,cross-domain,systems thinking,"design strategy,systems & frameworks,user experience",,complete,
85b21e8dc79963cbb95fb7793320330db54be8cc5dad35df30a63cf20c32fd7f,Acquisition Deal Stress and Failure Pattern,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
85de1723a84544393edd319a89cac25d5333fe66983401fb3b1655c59f22ed9b,Cultural Interpretation and Semiotic Background,pending-human,principle,domain,semiotics,"semiotics & communication,arts & culture",,complete,
8654a0a8a8efc26fd061eb60326f447cf659ad1e969a98ea5bc675f30a89bbcb,Unmeant Gestures in Performance,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
86a996c254b8756cc96336595926336f5415882aca52118fa60967c5136f1bce,Targeted Osint Platform Enumeration,joint-vote-verified,principle,domain,privacy & surveillance,"research & methodology,social sciences,legal & public policy",,complete,
86cc85116fb328f29cdada6001a12375112aee73900592818a75188309e9f26c,Illustration-driven Book Quality,joint-vote-verified,noise_drop,,media studies,editorial & advertising,"discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
87540d93dc120209d7c476c1387326140ff0fd1be6e5cf746110ed744354e95b,System 1 Vs Econs Rationality Divide,pending-human,principle,domain,behavioral economics,"marketing & communications,social sciences,semiotics & communication",,complete,
8786423c47d51188525b304fde03cdf8c2f8c580efc265a9f7acf78797014a82,Data Storytelling Narrative Structure,joint-vote-verified,principle,domain,communication theory,"data visualization,semiotics & communication,marketing & communications",,complete,
87afff91a43dd2b9756613dccc1e14ff428af9048bd9a7c60aba8b743c2b32a9,Context As Narrative Construction,pending-human,principle,domain,cognitive science,"semiotics & communication,user experience",,complete,
87ea10233530ace623c7b85f2d6a9207e326160257ea2d32f9e590e459f08463,Error Avoidance Vs Emergency Response,pending-human,growth_edge,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
882cb60e6b6ff2154fa2238291078beb251c3fc133003f651e471ac7c8762299,Amazon's Monolithic Codebase Bottleneck,pending-human,process_instance,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
8831561ad921f50e363acd4eb672bfdb9ef418720cb2d38534b86cfaf2d3572a,Pseudo-event Text-in-the-making,joint-vote-verified,principle,domain,media studies,"media & entertainment,semiotics & communication,arts & culture",,complete,
8969f98a1c71f223e2d311984c99d38295a95ae967044fedfe49c93be48d4492,Visual Identity Through Symbolic Association,joint-vote-verified,principle,domain,visual semiotics,"brand identity,graphic design,semiotics & communication",,complete,
897073bd7b0c920b241096e5061d04c267389f646efa15965c49aa3db4f5b238,User-centric Outcome Mapping,joint-vote-verified,principle,domain,design thinking,"design strategy,product design,user experience",,complete,
8a52a0221ee80e1f44f0d02eb46737fe3ddd0b881ea0722b992e1f2788c77dfd,Fragility of Corporate Employment,joint-vote-verified,quarantine,,economics,"business operations,organizational behavior",,complete,
8b6eab5776658a231f6c01e4855a9341c234f3d3cac026d320fc1f4f63d38fd4,Trolley Problem Thought Experiment,pending-human,process_instance,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
8c6008dd0f2e66ac45407ed51b97d95d154303b7aa1e0c6c36124b3217015bd5,Typographic Consciousness and Mechanical Repetition,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
8ca9f39f4ce658956c7f55650e1f3fb849751f8e867820d280d9c4eb05bdf66f,Perceptual Contrast Effect,pending-human,principle,domain,visual perception,"data visualization,graphic design,user experience",,complete,
8cb010f3ab12766c548647377c73e9214e43d6ccaaed6351b8771a886dc90324,Linear Time As Cultural Construct,pending-human,,,,,"discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
8dee1eff197838443c3d78c1e6c3178f6e3fe9c76882ca1c19f059cd3b050bd5,Correspondence Between Perceiver and World,pending-human,principle,domain,cognitive science,"semiotics & communication,user experience",,complete,
8e5713518d3f05aced30f95c9e47a1caaed956e36c40d65e1c3af5cbe46cf780,Vector-based Semantic Retrieval,joint-vote-verified,principle,domain,information retrieval,"ai & agents,systems & frameworks,code & computation",,complete,
8e79ce03deed25b5d2d5b16ff6e13bc7585760fa06b11699acadfa2bf8e77076,Scale-driven Technological Evolution,joint-vote-verified,principle,cross-domain,complex adaptive systems,"systems & frameworks,design strategy",,complete,
8f0f463bf3fdf09f67e6aca2b6e5d7aa7023487e60981a858a0494d055638aec,Expression-based Animation Synchronization,pending-human,tool_instruction,,motion & time,"media & entertainment,motion design","depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
8f995be886de7ca610ffa1cddfc0fed26ed90ac5d8f079f29403383c70da1df6,Dopamine and Reward Pathway Discovery,pending-human,process_instance,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
90214f5f5193e8db5f9761512c8428378aba2b792e9ba4a11ae84d0a711d199d,Attention Economy Value Proposition,joint-vote-verified,principle,domain,economics,"marketing & communications,media & entertainment",,complete,
909106dd038a1e963ab192aa9ae0695ca24a3a7dd7eb129355b49bea4087d447,Optical Illusions in Design,joint-vote-verified,principle,domain,visual perception,"graphic design,user experience,editorial & advertising",,complete,
925505e3f317d40f1ea188cb174d6517426816c16311fcd2bef54a566511bbd2,Mindset Correction in Casting,joint-vote-verified,principle,domain,performing arts,"arts & culture,media & entertainment",,complete,
92d174512d56ec751c5a5a21d16d454830477d59f7de27a901bca88bf942f47c,Third Currency Flexibility,pending-human,principle,domain,economics,"personal productivity,organizational behavior",,complete,
9323dd09773756258834ef8288a833bf223eeda92ae4a0da680c5b4e1355e643,Resource-constrained Innovation,pending-human,principle,domain,organizational theory,"business operations,design strategy,organizational behavior",,complete,
940e9860b669a0f6c7d080461fa774313be6bc905de1d69b7378fe81a7ed37d5,Design Psychology Through Visual Analogy and Aesthetic Flow,joint-vote-verified,principle,domain,design psychology,"brand identity,graphic design,user experience",,complete,
9512919cb6cb89ca3f4aa24f58906a9416b99edd6075d4bc00c2898e93f01c2f,Style Precedence and Override Behavior,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
958db202fdfdcb3fe78ef3518fa837781367063432341e79526535804e111dfa,Shader Variable Communication,joint-vote-verified,principle,specialized,computer graphics,"code & computation,creative technology,engineering practice,media & entertainment",,complete,
9607677619f815b80eb8a9d35fcfe91cb19af9fcf88be4fc5a5d5eccf631ad48,Cost-benefit Optimization Framework,pending-human,principle,domain,operations research,"business operations,finance & investment,project management",,complete,
96c7990571cfdd76f992fa315ed1ee562e1e16598040500919af7c6ed62fb343,Forecasting and Belief Updating in Economic Policy,pending-human,growth_edge,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
970a1bbcacbd61923f46cac26c724e0be56cfdcf51ba3ce6ddaa3ca49767215a,Community-based Social Design Solutions,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
985ff97f002ee6f209337893290ae6716417a106c4126da1d741f6072aac4300,Leverage Points in Decision Making,pending-human,principle,domain,systems thinking,"systems & frameworks,design strategy,business development",,complete,
98c895d31e6141954dddc4866bb585cfbbf25c310b236eee00b7eca2db457c08,Quantum Theory and Semiotic Modeling,joint-vote-verified,principle,cross-domain,semiotics,"science & research,semiotics & communication",,complete,
98ccd412a92510434bb67bde051564a6eab88f0c9bc80113e62c372570024b84,Feminist Data Visualization,joint-vote-verified,principle,domain,visual semiotics,"data visualization,social sciences,semiotics & communication",,complete,
9922d9bb13f04a4ac2c22601e8c135d3c8ff9564a201d48d187f4e216c886543,Task Delegation and Coordination,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
99bfb5b86e2e78f7cf7beceef8dd782673be12d5e6db5ff2abc141ed70925682,Inverse Square Law of Light Intensity,joint-vote-verified,principle,cross-domain,computational physics & simulation,"computational science & physics,motion design",,complete,
9a6ca0e54b82560552d0c8a5d15c08a254b1ba398642491a81b19879d00197fe,Media Construction of Crime Waves,pending-human,quarantine,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
9a73f3e4dc1b63cd522af6c002a81e07c65e945b51eeb7908d052c89b6a202fd,Global Youth Marketing and Media Consumption,pending-human,,,,,discipline,incomplete,reliable-pair vote (depth+discipline+domains)
9b5949f4d3f464f956b9206cb293f05b1152ffcf3200712ad838d58d579f1ac9,Finite Resource Depletion Through Consumption,pending-human,principle,domain,ecology,"social sciences,systems & frameworks,legal & public policy",,complete,
9c5a3f922bdb82b277ca2a9a3683921520613b298165eb7bc5ec322309eb9060,Trademark Conflict Resolution in Branding,pending-human,,,,,"depth,discipline,domains",incomplete,reliable-pair vote (depth+discipline+domains)
9c97350fcd19d630ac97a77aa3df281c68321d59aedc197eb95fbb96ce9b289e,Political Annealing and Stability Through Randomness,pending-human,principle,domain,complex adaptive systems,"systems & frameworks,social sciences,legal & public policy",,complete,
